id,annotations/0/id,annotations/0/completed_by/id,annotations/0/completed_by/email,annotations/0/completed_by/first_name,annotations/0/completed_by/last_name,annotations/0/was_cancelled,annotations/0/ground_truth,annotations/0/created_at,annotations/0/updated_at,annotations/0/lead_time,annotations/0/result_count,annotations/0/task,annotations/0/parent_prediction,annotations/0/parent_annotation,file_upload,data/text/0,created_at,updated_at,project,annotations/0/result/0/value/start,annotations/0/result/0/value/end,annotations/0/result/0/value/text/0,annotations/0/result/0/value/labels/0,annotations/0/result/0/meta/text/0,annotations/0/result/0/id,annotations/0/result/0/from_name,annotations/0/result/0/to_name,annotations/0/result/0/type,annotations/0/result/1/value/start,annotations/0/result/1/value/end,annotations/0/result/1/value/text/0,annotations/0/result/1/value/labels/0,annotations/0/result/1/meta/text/0,annotations/0/result/1/id,annotations/0/result/1/from_name,annotations/0/result/1/to_name,annotations/0/result/1/type,annotations/0/result/2/value/start,annotations/0/result/2/value/end,annotations/0/result/2/value/text/0,annotations/0/result/2/value/labels/0,annotations/0/result/2/id,annotations/0/result/2/from_name,annotations/0/result/2/to_name,annotations/0/result/2/type
84,86,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:25:44.341546Z,2021-11-11T00:25:44.341581Z,6.979,0,84,,,2df98dff-17.csv,"— J'ai envoyé Antilokhos vers les nefs , afin de parler au Pèléiôn aux pieds rapides ; mais je ne pense pas que le Pèlèiade vienne maintenant , bien que très irrité contre le divin Hektôr , car il ne peut combattre sans armes . Songeons , pour le mieux , de quelle façon nous entraînerons ce cadavre , et comment nous éviterons nous-mêmes la mort et la moire à travers le tumulte des Troiens .",2021-11-03T21:16:23.769822Z,2021-11-03T21:16:23.769836Z,1,2,393,"J'ai envoyé Antilokhos vers les nefs , afin de parler au Pèléiôn aux pieds rapides ; mais je ne pense pas que le Pèlèiade vienne maintenant , bien que très irrité contre le divin Hektôr , car il ne peut combattre sans armes . Songeons , pour le mieux , de quelle façon nous entraînerons ce cadavre , et comment nous éviterons nous-mêmes la mort et la moire à travers le tumulte des Troiens .",Speech,,Sg3ssNBxx-,speech,text,labels,,,,,,,,,,,,,,,,,
77,79,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:16:46.186080Z,2021-11-11T00:16:46.186129Z,4.512,0,77,,,2df98dff-17.csv,"— Divin Ménélaos , cherche maintenant Antilokhos , le magnanime fils de Nestôr , si toutefois il est encore vivant , et qu'il se hâte d'aller dire au belliqueux Akhilleus que le plus cher de ses compagnons est mort .",2021-11-03T21:16:23.769433Z,2021-11-03T21:16:23.769447Z,1,2,214,"Divin Ménélaos , cherche maintenant Antilokhos , le magnanime fils de Nestôr , si toutefois il est encore vivant , et qu'il se hâte d'aller dire au belliqueux Akhilleus que le plus cher de ses compagnons est mort",Speech,,Qq-eOH-Kyq,speech,text,labels,,,,,,,,,,,,,,,,,
69,71,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:09:37.129264Z,2021-11-11T00:09:37.129302Z,6.104,0,69,,,2df98dff-17.csv,"— Hektôr , qui d'entre les Akhaiens te redoutera désormais , si tu crains Ménélaos qui n'est qu'un faible guerrier , et qui enlève seul ce cadavre , après avoir tué ton compagnon fidèle , brave entre les hommes , Podès , fils d'Êétiôn ?",2021-11-03T21:16:23.768975Z,2021-11-03T21:16:23.768989Z,1,2,236,"Hektôr , qui d'entre les Akhaiens te redoutera désormais , si tu crains Ménélaos qui n'est qu'un faible guerrier , et qui enlève seul ce cadavre , après avoir tué ton compagnon fidèle , brave entre les hommes , Podès , fils d'Êétiôn ?",Speech,,GJ3DrJdyJC,speech,text,labels,,,,,,,,,,,,,,,,,
63,65,1,adrien.coulon@unil.ch,,,false,false,2021-11-11T00:02:51.932304Z,2021-11-11T00:02:51.932343Z,8.391,0,63,,,2df98dff-17.csv,"Et il mit sur le char les dépouilles sanglantes , et il y monta , les pieds et les mains sanglants , comme un lion qui vient de manger un taureau .",2021-11-03T21:16:23.768646Z,2021-11-03T21:16:23.768660Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
59,61,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:59:54.103911Z,2021-11-10T23:59:54.103945Z,19.425,0,59,,,2df98dff-17.csv,"Ayant ainsi parlé , il appela les Aias et Ménélaos :",2021-11-03T21:16:23.768416Z,2021-11-03T21:16:23.768430Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
58,60,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T23:58:49.390667Z,2021-11-10T23:58:49.390702Z,5.845,0,58,,,2df98dff-17.csv,"— Alkimédôn , ne retiens point les chevaux loin de moi , mais qu'ils soufflent sur mon dos , car je ne pense pas que la fureur du Priamide Hektôr s'apaise , avant qu'il nous ait tués et qu'il ait saisi les chevaux aux belles crinières d'Akhilleus , ou qu'il soit lui-même tombé sous nos mains .",2021-11-03T21:16:23.768363Z,2021-11-03T21:16:23.768377Z,1,2,294,"Alkimédôn , ne retiens point les chevaux loin de moi , mais qu'ils soufflent sur mon dos , car je ne pense pas que la fureur du Priamide Hektôr s'apaise , avant qu'il nous ait tués et qu'il ait saisi les chevaux aux belles crinières d'Akhilleus , ou qu'il soit lui-même tombé sous nos mains .",Speech,,p94fZb8yLH,speech,text,labels,,,,,,,,,,,,,,,,,
35,37,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:32:15.415688Z,2021-11-10T16:32:15.415765Z,33.607,0,35,,,2df98dff-17.csv,"Et Hippothoos , fils du Pélasge Lèthos , ayant lié le tendon par une courroie , traînait Patroklos par un pied dans la mêlée , afin de plaire à Hektôr et aux Troiens ; mais il lui en arriva malheur , sans que nul pût le sauver , car le Télamônien , se ruant au milieu de la foule , le frappa sur son casque d'airain , et le casque à crinière fut brisé par la grande lance et la main vigoureuse d'Aias , et l'airain de la pointe traversa la cervelle qui jaillit sanglante de la plaie , et ses forces furent rompues . Il lâcha le pied du magnanime Patroklos et tomba lui-même sur le cadavre , loin de Larissè ; et il ne rendit point à ses parents bien-aimés les soins qu'ils lui avaient donnés , et sa vie fut brève , ayant été ainsi dompté par le magnanime Aias .",2021-11-03T21:16:23.766531Z,2021-11-03T21:16:23.766553Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
32,34,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:28:14.466849Z,2021-11-10T16:28:14.466901Z,29.36,0,32,,,2df98dff-17.csv,"Il parla ainsi , et le rapide Aias , fils d'Oileus , vint le premier , en courant à travers la mêlée , et , après lui , Idoméneus , et le compagnon d'Idoméneus , Mèrionès , semblable au tueur d'hommes Arès . Mais qui pourrait , dans son esprit , dire les noms de tous ceux qui vinrent rétablir le combat des Akhaiens ?",2021-11-03T21:16:23.766047Z,2021-11-03T21:16:23.766062Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23,25,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:19:50.981376Z,2021-11-10T16:19:50.981411Z,33.405,0,23,,,2df98dff-17.csv,"Ayant ainsi parlé , Hektôr , s'éloignant de la mêlée , courut rapidement vers ses compagnons qui portaient à Ilios les armes illustres du Pèléide . Et , loin de la mêlée lamentable , il changea d'armes et donna les siennes pour être portées dans la sainte Ilios . Et il se couvrit des armes immortelles du Pèléide Akhilleus , que les dieux ouraniens avaient données à Pèleus . Et celui-ci , étant vieux , les avait données à son fils ; mais le fils ne devait point vieillir sous les armes paternelles .",2021-11-03T21:16:23.765482Z,2021-11-03T21:16:23.765497Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21,23,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:18:17.136253Z,2021-11-10T16:18:17.136296Z,1.321,0,21,,,2df98dff-17.csv,"Il parla ainsi , et il exhorta les Troiens à voix haute :",2021-11-03T21:16:23.765359Z,2021-11-03T21:16:23.765374Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
14,16,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:11:26.516612Z,2021-11-10T16:11:26.516647Z,18.515,0,14,,,2df98dff-17.csv,"Il parla ainsi , et l'âme du brave Aias fut remuée , et il se jeta aux premiers rangs , avec le blond Ménélaos .",2021-11-03T21:16:23.764753Z,2021-11-03T21:16:23.764767Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,1,adrien.coulon@unil.ch,,,false,false,2021-11-10T16:02:05.916620Z,2021-11-10T16:02:05.916656Z,8.395,0,9,,,2df98dff-17.csv,"— Hektôr , où cours-tu ainsi ? pourquoi poursuis-tu follement les chevaux du brave Akhilleus , qui ne peuvent être ni soumis , ni conduits par aucun homme mortel , autre qu'Akhilleus qu'une mère immortelle a enfanté ? Voici , pendant ce temps , que le brave Ménélaos , fils d'Atreus , pour défendre Patroklos , a tué le plus courageux des Troiens , le Panthoide Euphorbos , et rompu sa vigueur impétueuse .",2021-11-03T21:16:23.764289Z,2021-11-03T21:16:23.764302Z,1,2,406,"Hektôr , où cours-tu ainsi ? pourquoi poursuis-tu follement les chevaux du brave Akhilleus , qui ne peuvent être ni soumis , ni conduits par aucun homme mortel , autre qu'Akhilleus qu'une mère immortelle a enfanté ? Voici , pendant ce temps , que le brave Ménélaos , fils d'Atreus , pour défendre Patroklos , a tué le plus courageux des Troiens , le Panthoide Euphorbos , et rompu sa vigueur impétueuse .",Speech,,OrRfSdVM42,speech,text,labels,,,,,,,,,,,,,,,,,
